id_article,author,year,author_
journals/corr/abs-1907-07080,gerardo iniguez,2019,gerardo iniguez
journals/corr/SnellmanIGBK17,gerardo iniguez,2017,gerardo iniguez
journals/corr/RuanIKK15,gerardo iniguez,2015,gerardo iniguez
journals/corr/abs-1901-08306,gerardo iniguez,2019,gerardo iniguez
journals/corr/abs-1908-10968,gerardo iniguez,2019,gerardo iniguez
journals/corr/abs-1806-05542,gerardo iniguez,2018,gerardo iniguez
journals/corr/abs-2006-03435,gerardo iniguez,2020,gerardo iniguez
journals/corr/UnicombIK17,gerardo iniguez,2017,gerardo iniguez
journals/corr/KarsaiIKKK16,gerardo iniguez,2016,gerardo iniguez
journals/complexity/SanchezCFGIP18,gerardo iniguez,2018,gerardo iniguez
journals/epjds/MoralesSFPGCZRI16,gerardo iniguez,2016,gerardo iniguez
journals/jscires/Lopez-MartinezS20,gerardo sierra,2020,gerardo sierra martinez
journals/linguamatica/DorantesPSEM17,gerardo sierra,2017,gerardo sierra martinez
journals/linguamatica/SierraSD17,gerardo sierra,2017,gerardo sierra martinez
journals/linguamatica/Gonzalez-Gallardo16,gerardo sierra,2016,gerardo sierra martinez
journals/linguamatica/Lopez-EscobedoS19,gerardo sierra,2019,gerardo sierra martinez
journals/jifs/SanchezS19,gerardo sierra,2019,gerardo sierra martinez
journals/jifs/Reyes-MaganaEGS19,gerardo sierra,2019,gerardo sierra martinez
journals/iot/ZunigaSBG20,gerardo sierra,2020,gerardo sierra martinez
journals/semweb/Bel-EnguixGRS19,gerardo sierra,2019,gerardo sierra martinez
journals/prl/Mendez-CruzUS16,gerardo sierra,2016,gerardo sierra martinez
journals/prl/MijangosSM17,gerardo sierra,2017,gerardo sierra martinez
journals/rcs/MijangosSH16,gerardo sierra,2016,gerardo sierra martinez
journals/rcs/LazaroTSCT17,gerardo sierra,2017,gerardo sierra martinez
journals/rcs/Reyes-MaganaGES18,gerardo sierra,2018,gerardo sierra martinez
journals/rcs/Sanchez-Velazquez16,gerardo sierra,2016,gerardo sierra martinez
journals/cys/PaulinoSHCE18,gerardo sierra,2018,gerardo sierra martinez
journals/cys/Gomez-AdornoRPS18,gerardo sierra,2018,gerardo sierra martinez
journals/pdln/CasasolaPSCM19,gerardo sierra,2019,gerardo sierra martinez
journals/pdln/AguilarASJI16,gerardo sierra,2016,gerardo sierra martinez
journals/pdln/Gutierrez-Vasques19,gerardo sierra,2019,gerardo sierra martinez
journals/corr/SierraTM15,gerardo sierra,2015,gerardo sierra martinez
journals/corr/abs-1710-06524,gerardo sierra,2017,gerardo sierra martinez
journals/corr/Torres-MorenoSP17,gerardo sierra,2017,gerardo sierra martinez
journals/corr/abs-1806-04291,gerardo sierra,2018,gerardo sierra martinez
journals/corr/Gonzalez-Gallardo17,gerardo sierra,2017,gerardo sierra martinez
journals/csl/Arroyo-Fernandez19,gerardo sierra,2019,gerardo sierra martinez
conf/micai/Moreno-JimenezT17,gerardo sierra,2017,gerardo sierra martinez
conf/micai/EnguixSDPCG16,gerardo sierra,2016,gerardo sierra martinez
conf/micai/Gomez-AdornoBST20,gerardo sierra,2020,gerardo sierra martinez
conf/micai/PimentelSM16,gerardo sierra,2016,gerardo sierra martinez
conf/micai/ZunigaSEG18,gerardo sierra,2018,gerardo sierra martinez
conf/micai/Morales-Solares16,gerardo sierra,2016,gerardo sierra martinez
conf/micai/SierraLE16,gerardo sierra,2016,gerardo sierra martinez
conf/acl-socialnlp/DorantesSPER18,gerardo sierra,2018,gerardo sierra martinez
conf/complexis/Bel-EnguixMS20,gerardo sierra,2020,gerardo sierra martinez
conf/clef/Gonzalez-Gallardo15,gerardo sierra,2015,gerardo sierra martinez
conf/clef/SolorzanoMPLMS15,gerardo sierra,2015,gerardo sierra martinez
conf/coling/MagerGSM18,gerardo sierra,2018,gerardo sierra martinez
conf/ic3k/Arroyo-Fernandez16,gerardo sierra,2016,gerardo sierra martinez
conf/ic3k/Gonzalez-Gallardo16,gerardo sierra,2016,gerardo sierra martinez
conf/sepln/Gomez-AdornoBSS18,gerardo sierra,2018,gerardo sierra martinez
conf/sepln/OrtizGRBS19,gerardo sierra,2019,gerardo sierra martinez
conf/lrec/Gutierrez-Vasques16,gerardo sierra,2016,gerardo sierra martinez
conf/amw/Gomez-AdornoRBS19,gerardo sierra,2019,gerardo sierra martinez
journals/cys/HernandezDMZABC19,gerardo hernandez,2019,gerardo vega hernandez
journals/ijon/HernandezZSTC20,gerardo hernandez,2020,gerardo vega hernandez
journals/finr/SorianoZVHBB20,gerardo hernandez,2020,gerardo vega hernandez
conf/fuzzIEEE/HernandezZS18,gerardo hernandez,2018,gerardo vega hernandez
conf/mldm/ArceZHAS18,gerardo hernandez,2018,gerardo vega hernandez
conf/mcpr2/HernandezZS17,gerardo hernandez,2017,gerardo vega hernandez
conf/mcpr2/HernandezHZSAMF19,gerardo hernandez,2019,gerardo vega hernandez
conf/ssci/DelgadoHZSBRR17,gerardo hernandez,2017,gerardo vega hernandez
journals/amco/VegaC20,gerardo vega,2020,gerardo vega hernandez
journals/ffa/Vega17,gerardo vega,2017,gerardo vega hernandez
journals/ffa/Vega16,gerardo vega,2016,gerardo vega hernandez
journals/ffa/Vega15,gerardo vega,2015,gerardo vega hernandez
journals/aaecc/Vega19,gerardo vega,2019,gerardo vega hernandez
journals/aaecc/Vega17,gerardo vega,2017,gerardo vega hernandez
journals/aaecc/Vega18,gerardo vega,2018,gerardo vega hernandez
journals/dcc/Vega18,gerardo vega,2018,gerardo vega hernandez
journals/corr/Vega16a,gerardo vega,2016,gerardo vega hernandez
journals/corr/Vega15a,gerardo vega,2015,gerardo vega hernandez
journals/corr/Vega16,gerardo vega,2016,gerardo vega hernandez
journals/corr/Vega15,gerardo vega,2015,gerardo vega hernandez
conf/waifi/Vega20,gerardo vega,2020,gerardo vega hernandez
conf/niss/BecerraV19,gerardo vega,2019,gerardo vega hernandez
conf/c2si/VegaC17,gerardo vega,2017,gerardo vega hernandez
conf/c2si/Carrillo-Pacheco15,gerardo vega,2015,gerardo vega hernandez
conf/c2si/Vega15,gerardo vega,2015,gerardo vega hernandez
journals/corr/CochoFGPS15,germinal cocho,2015,germinal cocho
journals/complexity/SanchezCFGIP18,germinal cocho,2018,germinal cocho
journals/epjds/MoralesSFPGCZRI16,germinal cocho,2016,germinal cocho
journals/jvcir/BribiescaBCCM19,graciela bribiesca correa,2019,graciela bribiesca correa
journals/cys/GuzmanC18,graciela bribiesca correa,2018,graciela bribiesca correa
journals/corr/abs-1804-06709,guillermo rodriguez abitia,2018,guillermo rodriguez abitia
conf/conf-irm/RamirezR17,guillermo rodriguez abitia,2017,guillermo rodriguez abitia
conf/amcis/Vera-RamirezR18,guillermo rodriguez abitia,2018,guillermo rodriguez abitia
conf/amcis/Rodriguez-Abitia18,guillermo rodriguez abitia,2018,guillermo rodriguez abitia
conf/amcis/CampoR18,guillermo rodriguez abitia,2018,guillermo rodriguez abitia
conf/amcis/GuerreroACGRR19,guillermo rodriguez abitia,2019,guillermo rodriguez abitia
conf/amcis/Vera-RamirezTR19,guillermo rodriguez abitia,2019,guillermo rodriguez abitia
conf/amcis/Rodriguez-Abitia20,guillermo rodriguez abitia,2020,guillermo rodriguez abitia
journals/pdln/SedaLMRSRPC18,guillermo rodriguez,2018,guillermo rodriguez abitia
journals/is/RodriguezPS18,guillermo rodriguez,2018,guillermo rodriguez abitia
journals/sensors/MezaSNRARE17,guillermo rodriguez,2017,guillermo rodriguez abitia
conf/micai/RochaR20,guillermo rodriguez,2020,guillermo rodriguez abitia
conf/sbes/RochaSSR19,guillermo rodriguez,2019,guillermo rodriguez abitia
conf/lacci/Alatrista-Salas18,guillermo rodriguez,2018,guillermo rodriguez abitia
conf/clei/RodriguezTSB17,guillermo rodriguez,2017,guillermo rodriguez abitia
conf/iwann/AguilarRASQL17,guillermo a. rodriguez,2017,guillermo rodriguez abitia
conf/iscide/AguilarQRALS18,guillermo a. rodriguez,2018,guillermo rodriguez abitia
conf/iscide/AguilarSCALRQ18,guillermo a. rodriguez,2018,guillermo rodriguez abitia
conf/avr/AguilarRASQL17,guillermo a. rodriguez,2017,guillermo rodriguez abitia
conf/avr/AguilarCRSC18,guillermo a. rodriguez,2018,guillermo rodriguez abitia
conf/icira/AguilarRASQL17,guillermo a. rodriguez,2017,guillermo rodriguez abitia
journals/firai/BonfilGF17,guillermo santamaria bonfil,2017,guillermo santamaria bonfil
journals/rcs/Bonfil19,guillermo santamaria bonfil,2019,guillermo santamaria bonfil
journals/rcs/Bonfil20,guillermo santamaria bonfil,2020,guillermo santamaria bonfil
journals/rcs/HernandezBP17,guillermo santamaria bonfil,2017,guillermo santamaria bonfil
journals/jucs/BonfilEPA19,guillermo santamaria bonfil,2019,guillermo santamaria bonfil
journals/corr/BonfilFG15,guillermo santamaria bonfil,2015,guillermo santamaria bonfil
journals/entropy/FSBOB20,guillermo santamaria bonfil,2020,guillermo santamaria bonfil
journals/entropy/BonfilFG16,guillermo santamaria bonfil,2016,guillermo santamaria bonfil
journals/ce/BonfilIPAM20,guillermo santamaria bonfil,2020,guillermo santamaria bonfil
conf/micai/AlelhiBDA18,guillermo santamaria bonfil,2018,guillermo santamaria bonfil
conf/micai/BonfilHPA17,guillermo santamaria bonfil,2017,guillermo santamaria bonfil
conf/micai/ReyesIB19,guillermo santamaria bonfil,2019,guillermo santamaria bonfil
conf/iceute/BonfilDAB20,guillermo santamaria bonfil,2020,guillermo santamaria bonfil
conf/mie/GlachsNJSPR20,gustavo rodriguez,2020,gustavo velasquez rodriguez
conf/iwsm/SoutoTJ20,hanna jadwiga oktaba,2020,hanna jadwiga oktaba
journals/cai/TrujilloOQE18,hanna oktaba,2018,hanna jadwiga oktaba
journals/smr/Ramirez-MoraOP20,hanna oktaba,2020,hanna jadwiga oktaba
journals/csi/Morales-Trujillo15,hanna oktaba,2015,hanna jadwiga oktaba
journals/caee/Jimenez-Hernandez20,hanna oktaba,2020,hanna jadwiga oktaba
journals/corr/abs-2006-01358,hanna oktaba,2020,hanna jadwiga oktaba
journals/jss/Ramirez-MoraOG20,hanna oktaba,2020,hanna jadwiga oktaba
journals/sqj/PinoGPO16,hanna oktaba,2016,hanna jadwiga oktaba
conf/seke/Morales-Trujillo18,hanna oktaba,2018,hanna jadwiga oktaba
conf/fedcsis/Morales-Trujillo16,hanna oktaba,2016,hanna jadwiga oktaba
conf/icsm/Ramirez-MoraO18,hanna oktaba,2018,hanna jadwiga oktaba
conf/iceis/TrujilloOP15a,hanna oktaba,2015,hanna jadwiga oktaba
conf/iceis/TrujilloOP15,hanna oktaba,2015,hanna jadwiga oktaba
journals/ijccc/Benitez-PerezOR16,hector benitez perez,2016,hector benitez perez
journals/ijccc/Benitez-PerezOE16,hector benitez perez,2016,hector benitez perez
journals/paapp/Hermosillo-Gomez19,hector benitez perez,2019,hector benitez perez
journals/dsp/Molino-Minero-ReNB15,hector benitez perez,2015,hector benitez perez
journals/ijdsn/Arellano-Vazquez15,hector benitez perez,2015,hector benitez perez
journals/jifs/AmjadSZGVG20,helena gomez adorno,2020,helena gomez adorno
journals/jifs/Gomez-AdornoFMS19,helena gomez adorno,2019,helena gomez adorno
journals/jifs/Reyes-MaganaEGS19,helena gomez adorno,2019,helena gomez adorno
journals/jifs/Posadas-DuranGS19,helena gomez adorno,2019,helena gomez adorno
journals/semweb/Bel-EnguixGRS19,helena gomez adorno,2019,helena gomez adorno
journals/ijprai/Sanchez-PerezGS18,helena gomez adorno,2018,helena gomez adorno
journals/rcs/Gomez-AdornoMSP16,helena gomez adorno,2016,helena gomez adorno
journals/rcs/Reyes-MaganaGES18,helena gomez adorno,2018,helena gomez adorno
journals/cys/Gomez-AdornoRPS18,helena gomez adorno,2018,helena gomez adorno
journals/cys/AmeerASG20,helena gomez adorno,2020,helena gomez adorno
journals/cys/JimenezSGPSG18,helena gomez adorno,2018,helena gomez adorno
journals/corr/abs-2006-01358,helena gomez adorno,2020,helena gomez adorno
journals/soco/Posadas-DuranGS17,helena gomez adorno,2017,helena gomez adorno
journals/cin/Gomez-AdornoMSP16,helena gomez adorno,2016,helena gomez adorno
journals/jss/Ramirez-MoraOG20,helena gomez adorno,2020,helena gomez adorno
journals/sensors/Gomez-AdornoSPV16,helena gomez adorno,2016,helena gomez adorno
journals/computing/Gomez-AdornoPSP18,helena gomez adorno,2018,helena gomez adorno
conf/semeval/Gomez-AdornoBRM20,helena gomez adorno,2020,helena gomez adorno
conf/semeval/VegaRGB19,helena gomez adorno,2019,helena gomez adorno
conf/semeval/Gomez-AdornoVSA16,helena gomez adorno,2016,helena gomez adorno
conf/semeval/Gomez-AdornoVPS15,helena gomez adorno,2015,helena gomez adorno
conf/vardial/Gomez-AdornoMBS17,helena gomez adorno,2017,helena gomez adorno
conf/micai/Gomez-AdornoBST20,helena gomez adorno,2020,helena gomez adorno
conf/micai/MarkovGPSG16,helena gomez adorno,2016,helena gomez adorno
conf/clef/Gomez-AdornoSPM15,helena gomez adorno,2015,helena gomez adorno
conf/clef/EspinosaGS20,helena gomez adorno,2020,helena gomez adorno
conf/clef/MarkovGS17,helena gomez adorno,2017,helena gomez adorno
conf/clef/Gomez-AdornoAAS17,helena gomez adorno,2017,helena gomez adorno
conf/clef/MarkovGSG16,helena gomez adorno,2016,helena gomez adorno
conf/clef/Gomez-AdornoMSA17,helena gomez adorno,2017,helena gomez adorno
conf/clef/Martin-Del-Campo-Rodriguez18,helena gomez adorno,2018,helena gomez adorno
conf/clef/Sanchez-PerezMG17,helena gomez adorno,2017,helena gomez adorno
conf/clef/Araujo-PinoGP20,helena gomez adorno,2020,helena gomez adorno
conf/clef/Posadas-DuranGM15,helena gomez adorno,2015,helena gomez adorno
conf/clef/EspinosaGS19,helena gomez adorno,2019,helena gomez adorno
conf/clef/Valencia-Valencia19,helena gomez adorno,2019,helena gomez adorno
conf/acl-wnlp/MontanoMBG19,helena gomez adorno,2019,helena gomez adorno
conf/sepln/MarkovGRS18,helena gomez adorno,2018,helena gomez adorno
conf/sepln/AragonJMEPGPB20,helena gomez adorno,2020,helena gomez adorno
conf/sepln/Gomez-AdornoBSS18,helena gomez adorno,2018,helena gomez adorno
conf/sepln/OrtizGRBS19,helena gomez adorno,2019,helena gomez adorno
conf/nafips/SidorovGMPL15,helena gomez adorno,2015,helena gomez adorno
conf/fire/MarkovGSG17,helena gomez adorno,2017,helena gomez adorno
conf/mcpr2/SoteloGEB20,helena gomez adorno,2020,helena gomez adorno
conf/lrec/MartinezBGTHGOR20,helena gomez adorno,2020,helena gomez adorno
conf/amw/Gomez-AdornoRBS19,helena gomez adorno,2019,helena gomez adorno
journals/ml/StephensHL18,hugo flores huerta,2018,hugo flores huerta
conf/iisa/StephensHL15,hugo flores huerta,2015,hugo flores huerta
journals/rcs/RuizSF15,hugo flores,2015,hugo flores huerta
journals/corr/abs-1804-00502,hugo flores,2018,hugo flores huerta
conf/amlta/StephensGF19,hugo flores,2019,hugo flores huerta
conf/infocom/FloresTT20,hugo flores,2020,hugo flores huerta
journals/alife/KimS18,hyobin kim,2018,hyobin kim
journals/tamd/KimS20,hyobin kim,2020,hyobin kim
journals/corr/abs-2002-01571,hyobin kim,2020,hyobin kim
journals/corr/abs-1812-06760,hyobin kim,2018,hyobin kim
journals/corr/abs-1902-11214,hyobin kim,2019,hyobin kim
journals/entropy/KimMOG20,hyobin kim,2020,hyobin kim
journals/complexity/PinedaKG19,hyobin kim,2019,hyobin kim
journals/complexity/EscobarKG19,hyobin kim,2019,hyobin kim
journals/complexity/KimPG19,hyobin kim,2019,hyobin kim
conf/ecal/KimS17,hyobin kim,2017,hyobin kim
conf/ssci/KimEHNS19,hyobin kim,2019,hyobin kim
conf/micai/MoralesL16,ignacio lopez pena,2016,ignacio lopez pena
conf/micai/Lopez-PenaK15,ignacio lopez pena,2015,ignacio lopez pena
journals/nca/Lequerica-Fernandez20,ignacio pena,2020,ignacio lopez pena
conf/softcomp/Lequerica-Fernandez17,ignacio pena,2017,ignacio lopez pena
journals/rcs/AnayaLROM15,ignacio lopez,2015,ignacio lopez pena
journals/corr/abs-1901-00229,ismael herrera revilla,2019,ismael herrera revilla
conf/cnhpca/Herrera-Revilla15,ismael herrera revilla,2015,ismael herrera revilla
conf/amcc/CortesK18,ivan cortes,2018,ivan cortes arce
conf/gecco/NaredoRGMUT20,ivan guevara,2020,ivan mejia guevara
conf/icsm2/Lopez-CaudanaPM19,ivan mejia,2019,ivan mejia guevara
journals/adb/FroeseLP18,iwin leenen,2018,iwin leenen
journals/amc/FernandezG18,javier garcia,2018,javier garcia garcia
journals/corr/GarciaGK17,javier garcia,2017,javier garcia garcia
journals/jacic/CasadoRTG16,javier garcia,2016,javier garcia garcia
journals/te/PerezGGMP17,javier garcia,2017,javier garcia garcia
journals/eaai/GarciaS20,javier garcia,2020,javier garcia garcia
journals/pieee/OzanaMBKCGGMZ15,javier garcia,2015,javier garcia garcia
conf/seke/FragaMPG17,javier garcia,2017,javier garcia garcia
conf/wuwnet/WeiSGBWP18,javier garcia,2018,javier garcia garcia
conf/case/BhatnagarSGB19,javier garcia,2019,javier garcia garcia
conf/icadiwt/CheonRG17,javier garcia,2017,javier garcia garcia
conf/ant/ServertCLFJGDPM16,javier garcia,2016,javier garcia garcia
conf/igarss/GasconEEPAG16,javier garcia,2016,javier garcia garcia
journals/amc/FernandezG18,javier garcia,2018,javier garcia garcia
journals/corr/GarciaGK17,javier garcia,2017,javier garcia garcia
journals/jacic/CasadoRTG16,javier garcia,2016,javier garcia garcia
journals/te/PerezGGMP17,javier garcia,2017,javier garcia garcia
journals/eaai/GarciaS20,javier garcia,2020,javier garcia garcia
journals/pieee/OzanaMBKCGGMZ15,javier garcia,2015,javier garcia garcia
conf/seke/FragaMPG17,javier garcia,2017,javier garcia garcia
conf/wuwnet/WeiSGBWP18,javier garcia,2018,javier garcia garcia
conf/case/BhatnagarSGB19,javier garcia,2019,javier garcia garcia
conf/icadiwt/CheonRG17,javier garcia,2017,javier garcia garcia
conf/ant/ServertCLFJGDPM16,javier garcia,2016,javier garcia garcia
conf/igarss/GasconEEPAG16,javier garcia,2016,javier garcia garcia
journals/tsp/GarciaRM16,javier g. garcia,2016,javier garcia garcia
conf/spawc/RoncaglioloGM15,javier g. garcia,2015,javier garcia garcia
conf/lascas/LeibovichDGR15,javier g. garcia,2015,javier garcia garcia
journals/tsp/GarciaRM16,javier g. garcia,2016,javier garcia garcia
conf/spawc/RoncaglioloGM15,javier g. garcia,2015,javier garcia garcia
conf/lascas/LeibovichDGR15,javier g. garcia,2015,javier garcia garcia
journals/cn/AranaGGR18,javier gomez castellanos,2018,javier gomez castellanos
journals/nature/SilvaYUSJLAQRLB19,javier castellanos,2019,javier gomez castellanos
journals/iot/ZunigaSBG20,javier gomez,2020,javier gomez castellanos
journals/anor/AlfaroCGMO16,javier gomez,2016,javier gomez castellanos
journals/ijsnet/OcaGL19,javier gomez,2019,javier gomez castellanos
journals/entcom/GomezJMS19,javier gomez,2019,javier gomez castellanos
journals/access/TorradoGM20,javier gomez,2020,javier gomez castellanos
journals/jaise/GomezM15,javier gomez,2015,javier gomez castellanos
journals/ress/InsuaAGHB18,javier gomez,2018,javier gomez castellanos
journals/ress/ZugazagoitiaQFG20,javier gomez,2020,javier gomez castellanos
journals/wicomm/GomezTM17,javier gomez,2017,javier gomez castellanos
journals/percom/TorradoMG16,javier gomez,2016,javier gomez castellanos
journals/interfaces/ElviraBHHAGI20,javier gomez,2020,javier gomez castellanos
journals/wpc/GomezR15,javier gomez,2015,javier gomez castellanos
journals/eor/GomezIA16,javier gomez,2016,javier gomez castellanos
journals/sensors/TorradoGM17,javier gomez,2017,javier gomez castellanos
journals/sensors/GomezMC20,javier gomez,2020,javier gomez castellanos
journals/telsys/GarciaGGLR16,javier gomez,2016,javier gomez castellanos
journals/spe/MorenoGSFF20,javier gomez,2020,javier gomez castellanos
journals/mis/GomezMTP15,javier gomez,2015,javier gomez castellanos
journals/mis/GarciaGLRP17,javier gomez,2017,javier gomez castellanos
conf/hci/Roldan-Alvarez16,javier gomez,2016,javier gomez castellanos
conf/interaccion/Diaz-EscuderoTG18,javier gomez,2018,javier gomez castellanos
conf/interaccion/GomezTM16,javier gomez,2016,javier gomez castellanos
conf/acmidc/TorradoJG19,javier gomez,2019,javier gomez castellanos
conf/acmidc/SkaraasGJ18,javier gomez,2018,javier gomez castellanos
conf/acmidc/GomezTM18,javier gomez,2018,javier gomez castellanos
conf/acmidc/GomezJTM18,javier gomez,2018,javier gomez castellanos
conf/biostec/TorradoMG16,javier gomez,2016,javier gomez castellanos
conf/biostec/GomezM15,javier gomez,2015,javier gomez castellanos
conf/i3e/BergHWMAMGMMHSH19,javier gomez,2019,javier gomez castellanos
conf/i3e/Gomez18,javier gomez,2018,javier gomez castellanos
conf/intenv/TorradoGM16,javier gomez,2016,javier gomez castellanos
conf/esslli/TapscottGLSZG16,javier gomez,2016,javier gomez castellanos
conf/iwec/MonteroG18,javier gomez,2018,javier gomez castellanos
conf/iwec/GomezJH18,javier gomez,2018,javier gomez castellanos
conf/iwec/EvensenOTJG19,javier gomez,2019,javier gomez castellanos
conf/iwec/JaccheriGS18,javier gomez,2018,javier gomez castellanos
conf/iwec/SkaraasGJ18,javier gomez,2018,javier gomez castellanos
conf/iwec/ShikineYJGH18,javier gomez,2018,javier gomez castellanos
conf/icse/TorradoWJPCGHM20,javier gomez,2020,javier gomez castellanos
conf/lanmr/LimonBBG19,javier gomez,2019,javier gomez castellanos
conf/ucami/CalizGAMCT16,javier gomez,2016,javier gomez castellanos
conf/ucami/TorradoGM19,javier gomez,2019,javier gomez castellanos
conf/siie/GarriSG20,javier gomez,2020,javier gomez castellanos
journals/epjds/MoralesSFPGCZRI16,jeronimo zizumbo,2016,jeronimo zizumbo
journals/casm/Siqueiros-Garcia17,j. mario siqueiros garcia,2017,jesus mario siqueiros garcia
journals/rcs/Pina-GarciaGGSR16,j. mario siqueiros garcia,2016,jesus mario siqueiros garcia
journals/corr/Pina-GarciaGSCG16,j. mario siqueiros garcia,2016,jesus mario siqueiros garcia
journals/envsoft/Siqueiros-Garcia19,j. mario siqueiros garcia,2019,jesus mario siqueiros garcia
journals/ans/Pina-GarciaGS16,j. mario siqueiros garcia,2016,jesus mario siqueiros garcia
journals/ngc/Perez-RomeroA20,jesus perez romero,2020,jesus perez romero
journals/corr/RomeroLNCPV16,jesus romero,2016,jesus perez romero
conf/micai/RomeroTS16,jesus romero,2016,jesus perez romero
conf/micai/CienfuegosRRAS16,jesus romero,2016,jesus perez romero
conf/eccv/TorresFR20,jesus romero,2020,jesus perez romero
journals/suscom/PerezRCLU18,jesus perez,2018,jesus perez romero
journals/corr/abs-2009-03667,jesus perez,2020,jesus perez romero
journals/cgf/RomeroOCP20,jesus perez,2020,jesus perez romero
journals/tog/GavriilGPPHRPB20,jesus perez,2020,jesus perez romero
journals/tog/PerezTCBCSO15,jesus perez,2015,jesus perez romero
journals/tog/PerezOT17,jesus perez,2017,jesus perez romero
journals/tog/MalomoPIPMCB18,jesus perez,2018,jesus perez romero
conf/icassp/PerezS18,jesus perez,2018,jesus perez romero
conf/ssp/PerezSV18,jesus perez,2018,jesus perez romero
conf/iwbbio/AlvarezCCPU16,jesus perez,2016,jesus perez romero
conf/ruleml/MorenoPR19,jesus perez,2019,jesus perez romero
conf/worldcist/AlvarezPV16,jesus perez,2016,jesus perez romero
conf/eusipco/PerezVV19,jesus perez,2019,jesus perez romero
journals/access/PerezT20,jesus r. perez,2020,jesus perez romero
journals/access/PerezTDVB20,jesus r. perez,2020,jesus perez romero
journals/access/PerezTRBDPR19,jesus r. perez,2019,jesus perez romero
journals/tpc/KockCM15,jesus carmona,2015,jesus savage carmona
journals/ijthi/Chatelain-Jardon16,jesus carmona,2016,jesus savage carmona
journals/corr/HernandezEMSR15,jesus savage,2015,jesus savage carmona
journals/corr/abs-1809-03210,jesus savage,2018,jesus savage carmona
journals/corr/abs-2010-06116,jesus savage,2020,jesus savage carmona
journals/ras/SavageRMNCCMEO19,jesus savage,2019,jesus savage carmona
conf/icarsc/SavageCMRMN16,jesus savage,2016,jesus savage carmona
conf/icarsc/MatamorosSO15,jesus savage,2015,jesus savage carmona
conf/icarsc/SarmientoSJCPM19,jesus savage,2019,jesus savage carmona
conf/atva/HernandezEMSR15,jesus savage,2015,jesus savage carmona
journals/jocch/FloresGDNSAN19,jesus zarco navarro,2019,jesus zarco navarro
journals/synthese/Navarro15,jesus navarro,2015,jesus zarco navarro
journals/corr/abs-1804-06527,jesus navarro,2018,jesus zarco navarro
conf/sec/OliveiraCKMMNE16,jesus navarro,2016,jesus zarco navarro
journals/cee/Torres-GarciaGO20,jimena olveres,2020,jimena olveres montiel
journals/cbm/OlveresNEVK17,jimena olveres,2017,jimena olveres montiel
journals/sensors/MiraMEOBV20,jimena olveres,2020,jimena olveres montiel
conf/ibpria/TorresEOY19,jimena olveres,2019,jimena olveres montiel
conf/ciarp/LedesmaOE19,jimena olveres,2019,jimena olveres montiel
journals/corr/abs-2003-04707,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2006-06088,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2011-14910,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2007-00791,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2010-03659,jonathan francis,2020,jonathan francis easton
journals/corr/abs-1910-14087,jonathan francis,2019,jonathan francis easton
journals/corr/abs-2011-03863,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2012-10813,jonathan francis,2020,jonathan francis easton
journals/corr/abs-2003-03212,jonathan francis,2020,jonathan francis easton
conf/ipsn/LiuMFSL17,jonathan francis,2017,jonathan francis easton
conf/sensys/MunirFQFB19,jonathan francis,2019,jonathan francis easton
conf/sensys/MunirTFSAHQPRB17,jonathan francis,2017,jonathan francis easton
conf/sensys/LiuPMFSBL17,jonathan francis,2017,jonathan francis easton
conf/sensys/ChenFPKB20,jonathan francis,2020,jonathan francis easton
conf/sensys/FrancisQFMB19,jonathan francis,2019,jonathan francis easton
conf/amcc/JiangFSMSRB18,jonathan francis,2018,jonathan francis easton
conf/iotdi/FrancisOMSR17,jonathan francis,2017,jonathan francis easton
conf/iotdi/YuanLMFSL20,jonathan francis,2020,jonathan francis easton
conf/aaai/OltramariSDFL18,jonathan francis,2018,jonathan francis easton
conf/sigdial/RavichanderMGNF17,jonathan francis,2017,jonathan francis easton
conf/rtas/MunirAHLFSMRB17,jonathan francis,2017,jonathan francis easton
conf/smartgridcomm/ChenYFB20,jonathan francis,2020,jonathan francis easton
conf/eccv/ParkLSBKFJLM20,jonathan francis,2020,jonathan francis easton
journals/cnsns/HuardEA15,jonathan f. easton,2015,jonathan francis easton
conf/micai/Galicia-HaroGGG15,jonathan gallegos acosta,2015,jonathan gallegos acosta
journals/jmiv/VallejosMA16,jonathan acosta,2016,jonathan gallegos acosta
journals/ras/RodriguezCG20,jonathan rodriguez,2020,jonathan rodriguez andrade
conf/bcb/LazarsfeldRELC19,jonathan rodriguez,2019,jonathan rodriguez andrade
journals/mbec/GastelumMBDVSAF16,jorge marquez flores,2016,jorge alberto marquez flores
journals/corr/abs-2010-05772,jorge silva,2020,jorge contreras silva
conf/icton/SilvaV18,jorge silva,2018,jorge contreras silva
conf/hci/PerestreloTNS15,jorge silva,2015,jorge contreras silva
conf/sbesc/RochaCBS19,jorge silva,2019,jorge contreras silva
conf/expat/CarneiroSQAR15,jorge silva,2015,jorge contreras silva
conf/icwe/RolimSBC20,jorge silva,2020,jorge contreras silva
conf/icinco/VieiraMSLSZPGS17,jorge silva,2017,jorge contreras silva
conf/nips/OroojlooyNHS20,jorge silva,2020,jorge contreras silva
