id_article,author,year,author_
journals/complexity/Gershenson15a,carlos gershenson,2015,carlos gershenson garcia
journals/complexity/EscobarKG19,carlos gershenson,2019,carlos gershenson garcia
journals/complexity/FebresJG15,carlos gershenson,2015,carlos gershenson garcia
journals/complexity/KimPG19,carlos gershenson,2019,carlos gershenson garcia
journals/epjds/MoralesSFPGCZRI16,carlos gershenson,2016,carlos gershenson garcia
journals/ans/Pina-GarciaGS16,carlos gershenson,2016,carlos gershenson garcia
conf/isami/GonzalezZAJG18,carlos gershenson,2018,carlos gershenson garcia
conf/iros/ViraghNGV16,carlos gershenson,2016,carlos gershenson garcia
conf/IEEEcit/LeonePFHSKG16,carlos henrique,2016,carlos henrique mariano
conf/micai/Morales-Solares16,carlos morales solares,2016,carlos morales solares
journals/remotesensing/OliveiraMVM16,carlos morales,2016,carlos morales solares
journals/ipsjtcva/MoralesOI17,carlos morales,2017,carlos morales solares
journals/simpra/MoralesM16,carlos morales,2016,carlos morales solares
conf/isads/MoralesM15,carlos morales,2015,carlos morales solares
conf/isads/MoralesM19,carlos morales,2019,carlos morales solares
conf/icpr/MoralesROOOI16,carlos morales,2016,carlos morales solares
conf/pgm/MoralesM16,carlos morales,2016,carlos morales solares
conf/sigcse/PetersonMCE20,carlos morales,2020,carlos morales solares
conf/chi/MoralesMLCE17,carlos morales,2017,carlos morales solares
conf/avr/ViteVVLC18,cesar dominguez velasco,2018,cesar dominguez velasco
journals/access/GarciaDHMP20,cesar dominguez,2020,cesar dominguez velasco
journals/bmcbi/CasadoDGHIMP19,cesar dominguez,2019,cesar dominguez velasco
journals/bmcbi/DominguezHMP18,cesar dominguez,2018,cesar dominguez velasco
journals/bmcbi/HerasDMPLTZ15,cesar dominguez,2015,cesar dominguez velasco
journals/bib/HerasDMPLTZ16,cesar dominguez,2016,cesar dominguez velasco
journals/bib/HerasDMP16,cesar dominguez,2016,cesar dominguez velasco
journals/corr/abs-1912-05846,cesar dominguez,2019,cesar dominguez velasco
journals/soco/Arredondo-Santoyo19,cesar dominguez,2019,cesar dominguez velasco
journals/te/LarreaDEI16,cesar dominguez,2016,cesar dominguez velasco
journals/te/ElizondoLID20,cesar dominguez,2020,cesar dominguez velasco
journals/cbm/InesDHMP19,cesar dominguez,2019,cesar dominguez velasco
journals/cbm/DominguezHP17,cesar dominguez,2017,cesar dominguez velasco
journals/jeric/DominguezEHI19,cesar dominguez,2019,cesar dominguez velasco
journals/jeric/SanchezDBE19,cesar dominguez,2019,cesar dominguez velasco
journals/jeric/DominguezEIL20,cesar dominguez,2020,cesar dominguez velasco
journals/chb/DominguezESBH16,cesar dominguez,2016,cesar dominguez velasco
journals/cmpb/DominguezHMPVV17,cesar dominguez,2017,cesar dominguez velasco
journals/cmpb/AlonsoDHMPTZ17,cesar dominguez,2017,cesar dominguez velasco
conf/das/Casado-GarciaDH20,cesar dominguez,2020,cesar dominguez velasco
conf/caepia/DominguezHMP16,cesar dominguez,2016,cesar dominguez velasco
conf/iticse/LarreaDEI19,cesar dominguez,2019,cesar dominguez velasco
conf/iticse/LarreaDEI15,cesar dominguez,2015,cesar dominguez velasco
conf/eurocast/DominguezGHIMP17,cesar dominguez,2017,cesar dominguez velasco
conf/eurocast/InesDHMP19,cesar dominguez,2019,cesar dominguez velasco
conf/eurocast/Garcia-Dominguez19,cesar dominguez,2019,cesar dominguez velasco
conf/dcai/GarciaDHMP18,cesar dominguez,2018,cesar dominguez velasco
conf/dcai/InesDHMP18,cesar dominguez,2018,cesar dominguez velasco
conf/clef/Valencia-Valencia19,christopher stephens rhodes,2019,christopher rhodes stephens
conf/icmla/RhodesLH15,christopher rhodes,2015,christopher rhodes stephens
conf/incdm/ChenRYV16,christopher rhodes,2016,christopher rhodes stephens
conf/incdm/ChenLRC16,christopher rhodes,2016,christopher rhodes stephens
journals/advcs/RioSR15,christopher r. stephens,2015,christopher rhodes stephens
journals/rcs/RuizSF15,christopher r. stephens,2015,christopher rhodes stephens
journals/rcs/RuizSR15,christopher r. stephens,2015,christopher rhodes stephens
journals/ml/StephensHL18,christopher r. stephens,2018,christopher rhodes stephens
journals/entropy/StephensSG17,christopher r. stephens,2017,christopher rhodes stephens
conf/amlta/StephensGF19,christopher r. stephens,2019,christopher rhodes stephens
conf/amlta/StephensLRS19,christopher r. stephens,2019,christopher rhodes stephens
conf/ehealth/StephensRMLGOM17,christopher r. stephens,2017,christopher rhodes stephens
conf/ehealth/FossionSGG17,christopher r. stephens,2017,christopher rhodes stephens
conf/micai/SalinasS15,christopher r. stephens,2015,christopher rhodes stephens
conf/micai/VargasSMR15,christopher r. stephens,2015,christopher rhodes stephens
conf/iisa/StephensHL15,christopher r. stephens,2015,christopher rhodes stephens
journals/linguamatica/DorantesPSEM17,claudio molina,2017,claudio molina salinas
conf/micai/PimentelSM16,claudio molina,2016,claudio molina salinas
journals/entropy/StephensSG17,constantino gonzalez salazar,2017,constantino gonzalez salazar
journals/ecoi/VelascoG19,constantino gonzalez salazar,2019,constantino gonzalez salazar
conf/aaai/BarriosSGMMPT15,constantino gonzalez salazar,2015,constantino gonzalez salazar
journals/corr/MonsivaisBGK16,daniel monsivais,2016,daniel monsivais
journals/corr/abs-1803-01085,daniel monsivais,2018,daniel monsivais
journals/corr/GhoshMBDK16,daniel monsivais,2016,daniel monsivais
journals/corr/abs-2009-00252,daniel monsivais,2020,daniel monsivais
journals/corr/BhattacharyaGMD16,daniel monsivais,2016,daniel monsivais
journals/corr/abs-1708-07759,daniel monsivais,2017,daniel monsivais
journals/corr/David-BarrettKR15,daniel monsivais,2015,daniel monsivais
journals/corr/BhattacharyaGMD15,daniel monsivais,2015,daniel monsivais
journals/corr/abs-1808-10166,daniel monsivais,2018,daniel monsivais
journals/corr/abs-1907-13334,daniel monsivais,2019,daniel monsivais
journals/ploscb/MonsivaisGBDK17,daniel monsivais,2017,daniel monsivais
journals/epjds/BhattacharyaGMD17,daniel monsivais,2017,daniel monsivais
journals/epjds/GhoshMBDK19,daniel monsivais,2019,daniel monsivais
journals/epjds/BhattacharyaBGM18,daniel monsivais,2018,daniel monsivais
journals/bioinformatics/Trejo-BanosMS15,daniel trejo banos,2015,daniel trejo banos
journals/bmcsb/Trejo-BanosTE17,daniel trejo banos,2017,daniel trejo banos
conf/cmsb/Trejo-BanosMS15,daniel trejo banos,2015,daniel trejo banos
journals/amcs/GongoraR15,david a. rosenblueth,2015,david arturo rosenblueth laguette
journals/advcs/RioSR15,david a. rosenblueth,2015,david arturo rosenblueth laguette
journals/tcbb/FagesMRS18,david a. rosenblueth,2018,david arturo rosenblueth laguette
journals/bmcbi/WeinsteinOMRAM15,david a. rosenblueth,2015,david arturo rosenblueth laguette
journals/corr/HernandezEMSR15,david a. rosenblueth,2015,david arturo rosenblueth laguette
journals/complexity/ZapotecatlRG17,david a. rosenblueth,2017,david arturo rosenblueth laguette
journals/ras/SavageRMNCCMEO19,david a. rosenblueth,2019,david arturo rosenblueth laguette
conf/modelsward/CarrilloER20a,david a. rosenblueth,2020,david arturo rosenblueth laguette
conf/modelsward/CarrilloER20,david a. rosenblueth,2020,david arturo rosenblueth laguette
conf/icarsc/SavageCMRMN16,david a. rosenblueth,2016,david arturo rosenblueth laguette
conf/atva/HernandezEMSR15,david a. rosenblueth,2015,david arturo rosenblueth laguette
conf/concur/BonakdarpourFRR16,david a. rosenblueth,2016,david arturo rosenblueth laguette
conf/cmsb/FagesMRS16,david a. rosenblueth,2016,david arturo rosenblueth laguette
journals/dsp/Molino-Minero-ReNB15,fabian garcia nocetti,2015,demetrio fabian garcia nocetti
journals/bspc/Rubio-AcostaSGF19,demetrio fabian garcia nocetti,2019,demetrio fabian garcia nocetti
journals/speech/Orduna-Bustamante18,edgar augusto torres gallegos,2018,edgar augusto torres gallegos
journals/jvcir/LemusBG15,edgar garduno,2015,edgar garduno angeles
journals/pr/AguilarAGVB20,edgar garduno,2020,edgar garduno angeles
journals/pr/Alvarado-Gonzalez19,edgar garduno,2019,edgar garduno angeles
journals/cmmm/Alvarado-Gonzalez16,edgar garduno,2016,edgar garduno angeles
journals/corr/GardunoH16,edgar garduno,2016,edgar garduno angeles
journals/corr/abs-1710-02754,edgar garduno,2017,edgar garduno angeles
conf/iwssip/NetoLGS0G19,edgar garduno,2019,edgar garduno angeles
journals/cys/Soriano-Morales16,edmundo pavel soriano morales,2016,edmundo pavel soriano morales
journals/corr/abs-2007-00968,edmundo pavel soriano morales,2020,edmundo pavel soriano morales
journals/scientometrics/LoudcherJSF15,edmundo pavel soriano morales,2015,edmundo pavel soriano morales
conf/pkdd/Ah-PineS16,edmundo pavel soriano morales,2016,edmundo pavel soriano morales
conf/dis/Soriano-Morales17,edmundo pavel soriano morales,2017,edmundo pavel soriano morales
conf/f-egc/GuilleST16,edmundo pavel soriano morales,2016,edmundo pavel soriano morales
conf/f-egc/GuilleS16,edmundo pavel soriano morales,2016,edmundo pavel soriano morales
conf/lrec/Soriano-Morales16,edmundo pavel soriano morales,2016,edmundo pavel soriano morales
conf/lrec/KeraronLBAMSSS20,edmundo pavel soriano morales,2020,edmundo pavel soriano morales
journals/jvcir/LemusBG15,eduardo lemus,2015,eduardo lemus
journals/rcs/Pina-GarciaGGSR16,e. robles belmont,2016,eduardo robles belmont
journals/remotesensing/Aldana-Bobadilla20,edwin aldana bobadilla,2020,edwin aldana bobadilla
journals/access/Aldana-Bobadilla18,edwin aldana bobadilla,2018,edwin aldana bobadilla
journals/ida/Aldana-Bobadilla17,edwin aldana bobadilla,2017,edwin aldana bobadilla
journals/pdln/Molina-Villegas19,edwin aldana bobadilla,2019,edwin aldana bobadilla
journals/soco/Aldana-Bobadilla19,edwin aldana bobadilla,2019,edwin aldana bobadilla
journals/ws/HernandezMLRA20,edwin aldana bobadilla,2020,edwin aldana bobadilla
journals/entropy/Aldana-BobadillaM15,edwin aldana bobadilla,2015,edwin aldana bobadilla
journals/entropy/Lopez-ArevaloAM20,edwin aldana bobadilla,2020,edwin aldana bobadilla
journals/sensors/Esquivel-Mendiola20,edwin aldana bobadilla,2020,edwin aldana bobadilla
conf/micai/Aldana-Bobadilla15,edwin aldana bobadilla,2015,edwin aldana bobadilla
conf/incdm/Aldana-Bobadilla16,edwin aldana bobadilla,2016,edwin aldana bobadilla
conf/kgswc/Martinez-Rodriguez19,edwin aldana bobadilla,2019,edwin aldana bobadilla
conf/iberamia/Aldana-Bobadilla16,edwin aldana bobadilla,2016,edwin aldana bobadilla
journals/rcs/Mancera-GalvanL15,elizabeth alma mancera galvan,2015,elizabeth alma mancera galvan
conf/micai/Rodriguez-Vazquez18,elizabeth alma mancera galvan,2018,elizabeth alma mancera galvan
conf/gecco/Mancera-GalvanG17,elizabeth alma mancera galvan,2017,elizabeth alma mancera galvan
journals/corr/MirandaMH15,enrique martinez miranda,2015,enrique martinez miranda
conf/eais/MirandaMH16,enrique martinez miranda,2016,enrique martinez miranda
conf/visapp/MartinezNSR17,enrique martinez,2017,enrique martinez miranda
journals/sensors/Hernandez-Ramos20,miriam hernandez jimenez,2020,erendira miriam jimenez hernandez
journals/sensors/RevillaVGHMH20,miriam hernandez jimenez,2020,erendira miriam jimenez hernandez
journals/rcs/Carrillo-Bermejo18,erik molino minero re,2018,erik molino minero re
journals/dsp/Molino-Minero-ReNB15,erik molino minero re,2015,erik molino minero re
journals/sensors/BrenaATMM20,erik molino minero re,2020,erik molino minero re
journals/sensors/AguiletaBMMT19,erik molino minero re,2019,erik molino minero re
journals/sensors/AguiletaBMMT19a,erik molino minero re,2019,erik molino minero re
conf/micai/EscobarJMN20,erik molino minero re,2020,erik molino minero re
conf/micai/Ek-ChaconM20,erik molino minero re,2020,erik molino minero re
conf/micai/AzuelaCSBP16,ernesto bribiesca correa,2016,ernesto bribiesca correa
journals/jvcir/LemusBG15,ernesto bribiesca,2015,ernesto bribiesca correa
journals/jvcir/BribiescaBCCM19,ernesto bribiesca,2019,ernesto bribiesca correa
journals/pr/Bribiesca19,ernesto bribiesca,2019,ernesto bribiesca correa
journals/pr/AguilarB15,ernesto bribiesca,2015,ernesto bribiesca correa
journals/pr/AguilarAGVB20,ernesto bribiesca,2020,ernesto bribiesca correa
journals/pr/Alvarado-Gonzalez19,ernesto bribiesca,2019,ernesto bribiesca correa
journals/neuroimage/MateosSBBAM20,ernesto bribiesca,2020,ernesto bribiesca correa
journals/cmmm/Alvarado-Gonzalez16,ernesto bribiesca,2016,ernesto bribiesca correa
journals/cmmm/BribiescaBCA20,ernesto bribiesca,2020,ernesto bribiesca correa
journals/paa/MartinezBG17,ernesto bribiesca,2017,ernesto bribiesca correa
journals/imm/Moya-AlborBPM20,ernesto moya albor,2020,ernesto moya albor
journals/cbm/Espinosa-LoeraP19,ernesto moya albor,2019,ernesto moya albor
journals/cbm/Barba-JMEB016,ernesto moya albor,2016,ernesto moya albor
journals/cin/PonceMB18,ernesto moya albor,2018,ernesto moya albor
journals/simpra/PonceMMB20,ernesto moya albor,2020,ernesto moya albor
journals/sensors/Martinez-Villasenor19,ernesto moya albor,2019,ernesto moya albor
journals/sensors/MiraMEOBV20,ernesto moya albor,2020,ernesto moya albor
conf/isads/BrievaPMM19,ernesto moya albor,2019,ernesto moya albor
conf/micai/Moya-AlborPBCC20,ernesto moya albor,2020,ernesto moya albor
conf/embc/Moya-AlborBPRG18,ernesto moya albor,2018,ernesto moya albor
conf/sipaim/BrievaM17,ernesto moya albor,2017,ernesto moya albor
conf/ijcnn/PonceBM18,ernesto moya albor,2018,ernesto moya albor
conf/ijcnn/CevallosPMB20,ernesto moya albor,2020,ernesto moya albor
journals/bmcbi/Armenta-MedinaP15,ernesto perez rueda,2015,ernesto perez rueda
journals/nar/Gama-CastroSSLM16,ernesto perez rueda,2016,ernesto perez rueda
journals/candc/Perez-RuedaTHBM15,ernesto perez rueda,2015,ernesto perez rueda
journals/candc/Perez-RuedaI15,ernesto perez rueda,2015,ernesto perez rueda
journals/systems/FuertesRVTTP17,ernesto perez,2017,ernesto perez rueda
journals/staeors/TorresPYAMH15,ernesto perez,2015,ernesto perez rueda
conf/spects/ValladaresFTTP17,ernesto perez,2017,ernesto perez rueda
journals/bspc/Rubio-AcostaSGF19,ernesto rubio acosta,2019,ernesto rubio acosta
journals/corr/abs-1901-08883,ernesto acosta,2019,ernesto rubio acosta
journals/sensors/PalmaDCMORH18,ernesto rubio,2018,ernesto rubio acosta
conf/iwobi/SerratoBKER15,ernst kussul,2015,ernst kussul
conf/ijcnn/KussulB15,ernst kussul,2015,ernst kussul
journals/corr/abs-1903-03854,esteban ricalde,2019,esteban ricalde
conf/icmla/RicaldeB17,esteban ricalde,2017,esteban ricalde
conf/eurogp/RicaldeB16,esteban ricalde,2016,esteban ricalde
journals/corr/ColmanC16,ewan colman,2016,ewan colman
journals/ploscb/ColmanHSG19,ewan colman,2019,ewan colman
conf/wf-iot/ChavarroCV20,ewan colman,2020,ewan colman
journals/dsp/Molino-Minero-ReNB15,fabian garcia nocetti,2015,fabian garcia nocetti
journals/remotesensing/CalvariGVHPBADC18,fatima rodriguez,2018,fatima rodriguez erazo
journals/corr/abs-1809-04663,fatima rodriguez,2018,fatima rodriguez erazo
conf/aies/PfohlMCRPS19,fatima rodriguez,2019,fatima rodriguez erazo
journals/speech/Orduna-Bustamante18,felipe orduna bustamante,2018,felipe orduna bustamante
conf/mcm2/BanuelosO17,felipe orduna bustamante,2017,felipe orduna bustamante
journals/linguamatica/Lopez-EscobedoS16,fernanda lopez escobedo,2016,fernanda lopez escobedo
journals/linguamatica/Lopez-EscobedoS19,fernanda lopez escobedo,2019,fernanda lopez escobedo
journals/jql/Lopez-EscobedoS16,fernanda lopez escobedo,2016,fernanda lopez escobedo
journals/corr/abs-2002-05673,fernanda lopez escobedo,2020,fernanda lopez escobedo
conf/micai/Lopez-EscobedoC16,fernanda lopez escobedo,2016,fernanda lopez escobedo
conf/clef/SolorzanoMPLMS15,fernanda lopez escobedo,2015,fernanda lopez escobedo
conf/ihsi/HernandezFJNSSJ20,fernanda sanchez,2020,fernanda sanchez puig
journals/sensors/Ardila-ReySAB15,fernando alvarez,2015,fernando alvarez barrios
journals/sensors/AlvarezSVA18,fernando alvarez,2018,fernando alvarez barrios
journals/sensors/AlvarezGOU15,fernando alvarez,2015,fernando alvarez barrios
conf/worldcist/AlvarezPV16,fernando alvarez,2016,fernando alvarez barrios
journals/neuroimage/MateosSBBAM20,fernando a. barrios,2020,fernando alvarez barrios
journals/neuroimage/Gracia-Tabuenca18,fernando a. barrios,2018,fernando alvarez barrios
journals/cmmm/Perez-GonzalezC20,fernando arambula cosio,2020,fernando arambula cosio
journals/mbec/Barba-JEVC18,fernando arambula cosio,2018,fernando arambula cosio
journals/mbec/CanoCDBRJPL18,fernando arambula cosio,2018,fernando arambula cosio
journals/cbm/CanoCDBRJPL18,fernando arambula cosio,2018,fernando arambula cosio
journals/cmpb/Vargas-Quintero16,fernando arambula cosio,2016,fernando arambula cosio
conf/embc/CanoCRFBJLD20,fernando arambula cosio,2020,fernando arambula cosio
conf/sipaim/LopezC17,fernando arambula cosio,2017,fernando arambula cosio
journals/jocch/FloresGDNSAN19,fernando castillo flores,2019,fernando castillo flores
journals/remotesensing/AriasCMCG19,fernando castillo,2019,fernando castillo flores
conf/hci/SalomaoRR16,fernando gamboa rodriguez,2016,fernando gamboa rodriguez
journals/access/CabezueloKARAD20,fernando rodriguez,2020,fernando gamboa rodriguez
journals/iahe/FischerXRDW20,fernando rodriguez,2020,fernando gamboa rodriguez
journals/bjet/XuGRCLW20,fernando rodriguez,2020,fernando gamboa rodriguez
journals/jche/ZhouFRWK20,fernando rodriguez,2020,fernando gamboa rodriguez
conf/edm/ParkYRBSW18,fernando rodriguez,2018,fernando gamboa rodriguez
conf/teem/BallegeerFSCMTF19,fernando rodriguez,2019,fernando gamboa rodriguez
conf/lak/ParkDRSW17,fernando rodriguez,2017,fernando gamboa rodriguez
conf/lak/RodriguezYPRWS19,fernando rodriguez,2019,fernando gamboa rodriguez
conf/ectel/Gracia-MorenoCD17,fernando gamboa,2017,fernando gamboa rodriguez
journals/rcs/Romero-MontielR18,flor alejandra romero montiel,2018,flor alejandra romero montiel
conf/micai/Romero-MontielR18,flor alejandra romero montiel,2018,flor alejandra romero montiel
conf/robio/FranciscoFC18,francisco jimenez,2018,francisco garcia jimenez
journals/cn/AranaGG19,francisco garcia,2019,francisco garcia jimenez
journals/cn/AranaGGR18,francisco garcia,2018,francisco garcia jimenez
journals/cca/GarciaGRRV15,francisco garcia,2015,francisco garcia jimenez
journals/staeors/VallsGRB16,francisco garcia,2016,francisco garcia jimenez
journals/corr/GiguereGM17,francisco garcia,2017,francisco garcia jimenez
journals/telsys/GarciaGGLR16,francisco garcia,2016,francisco garcia jimenez
journals/mis/GarciaGLRP17,francisco garcia,2017,francisco garcia jimenez
conf/ecbs/HasanDIGLZ17,francisco garcia,2017,francisco garcia jimenez
conf/eatis/OrtegonZGGH20,francisco garcia,2020,francisco garcia jimenez
conf/bcb/WangGCTWL18,francisco garcia,2018,francisco garcia jimenez
journals/nca/Cuesta-InfanteG20,francisco j. garcia,2020,francisco garcia jimenez
journals/mics/ClimentGR18,francisco j. garcia,2018,francisco garcia jimenez
journals/cn/AranaGG19,francisco garcia,2019,francisco garcia ugalde
journals/cn/AranaGGR18,francisco garcia,2018,francisco garcia ugalde
journals/cca/GarciaGRRV15,francisco garcia,2015,francisco garcia ugalde
journals/staeors/VallsGRB16,francisco garcia,2016,francisco garcia ugalde
journals/corr/GiguereGM17,francisco garcia,2017,francisco garcia ugalde
journals/telsys/GarciaGGLR16,francisco garcia,2016,francisco garcia ugalde
journals/mis/GarciaGLRP17,francisco garcia,2017,francisco garcia ugalde
conf/ecbs/HasanDIGLZ17,francisco garcia,2017,francisco garcia ugalde
conf/eatis/OrtegonZGGH20,francisco garcia,2020,francisco garcia ugalde
conf/bcb/WangGCTWL18,francisco garcia,2018,francisco garcia ugalde
journals/alife/Hernandez-Orozco18,francisco hernandez quiroz,2018,francisco hernandez quiroz
journals/cai/TrujilloOQE18,francisco hernandez quiroz,2018,francisco hernandez quiroz
journals/ppl/Hernandez-Orozco20,francisco hernandez quiroz,2020,francisco hernandez quiroz
journals/paapp/ZenilBHQ19,francisco hernandez quiroz,2019,francisco hernandez quiroz
journals/corr/Hernandez-Orozco15,francisco hernandez quiroz,2015,francisco hernandez quiroz
journals/corr/abs-1711-01711,francisco hernandez quiroz,2017,francisco hernandez quiroz
journals/corr/Hernandez-Orozco16,francisco hernandez quiroz,2016,francisco hernandez quiroz
conf/cie/Hernandez-Espinosa17,francisco hernandez quiroz,2017,francisco hernandez quiroz
journals/cea/SoteloGLAEROMBH20,francisco hernandez,2020,francisco hernandez quiroz
journals/biodb/VandepitteBTWVH15,francisco hernandez,2015,francisco hernandez quiroz
journals/corr/abs-1810-02090,francisco hernandez,2018,francisco hernandez quiroz
conf/iceee/ArmentaBHV17,francisco hernandez,2017,francisco hernandez quiroz
conf/ipta/TJampensHVV16,francisco hernandez,2016,francisco hernandez quiroz
conf/europar/BartoliHVGMMGJJ17,francisco hernandez,2017,francisco hernandez quiroz
journals/firai/FroeseS15,franklenin sierra,2015,franklenin sierra
journals/tmi/Hernandez-Herrera18,gabriel corkidi,2018,gabriel corkidi blanco
conf/iciar/Hernandez-Herrera17,gabriel corkidi,2017,gabriel corkidi blanco
journals/firai/Ramos-Fernandez20,gabriel ramos fernandez,2020,gabriel ramos fernandez
journals/tc/FernandezJAQVC17,gabriel fernandez,2017,gabriel ramos fernandez
conf/isorc/FernandezAQFZVC15,gabriel fernandez,2015,gabriel ramos fernandez
conf/sac/FernandezAQVFZC15,gabriel fernandez,2015,gabriel ramos fernandez
conf/date/FernandezFAC19,gabriel fernandez,2019,gabriel ramos fernandez
conf/sbac-pad/FernandezCAG18,gabriel fernandez,2018,gabriel ramos fernandez
conf/dac/FernandezJAQVC15a,gabriel fernandez,2015,gabriel ramos fernandez
conf/dac/FernandezJAQVC15,gabriel fernandez,2015,gabriel ramos fernandez
journals/corr/abs-2012-03675,gabriel ramos,2020,gabriel ramos fernandez
journals/linguamatica/DorantesPSEM17,gemma bel enguix,2017,gemma bel enguix
journals/jifs/Reyes-MaganaEGS19,gemma bel enguix,2019,gemma bel enguix
journals/iot/ZunigaSBG20,gemma bel enguix,2020,gemma bel enguix
journals/semweb/Bel-EnguixGRS19,gemma bel enguix,2019,gemma bel enguix
journals/rcs/Reyes-MaganaGES18,gemma bel enguix,2018,gemma bel enguix
journals/cys/PaulinoSHCE18,gemma bel enguix,2018,gemma bel enguix
conf/semeval/Gomez-AdornoBRM20,gemma bel enguix,2020,gemma bel enguix
conf/semeval/VegaRGB19,gemma bel enguix,2019,gemma bel enguix
conf/micai/EnguixSDPCG16,gemma bel enguix,2016,gemma bel enguix
conf/micai/Gomez-AdornoBST20,gemma bel enguix,2020,gemma bel enguix
conf/micai/ZunigaSEG18,gemma bel enguix,2018,gemma bel enguix
conf/micai/MijangosBAB17,gemma bel enguix,2017,gemma bel enguix
conf/micai/SierraLE16,gemma bel enguix,2016,gemma bel enguix
conf/acl-socialnlp/DorantesSPER18,gemma bel enguix,2018,gemma bel enguix
conf/complexis/Bel-EnguixMS20,gemma bel enguix,2020,gemma bel enguix
conf/complexis/MijangosBAE17,gemma bel enguix,2017,gemma bel enguix
conf/coling/PimentelEMM20,gemma bel enguix,2020,gemma bel enguix
conf/acl-tea/EnguixCD18,gemma bel enguix,2018,gemma bel enguix
conf/acl-wnlp/MontanoMBG19,gemma bel enguix,2019,gemma bel enguix
conf/sepln/AragonJMEPGPB20,gemma bel enguix,2020,gemma bel enguix
conf/sepln/Gomez-AdornoBSS18,gemma bel enguix,2018,gemma bel enguix
conf/sepln/OrtizGRBS19,gemma bel enguix,2019,gemma bel enguix
conf/mcpr2/SoteloGEB20,gemma bel enguix,2020,gemma bel enguix
conf/lrec/MartinezMBCM20,gemma bel enguix,2020,gemma bel enguix
conf/lrec/MartinezBGTHGOR20,gemma bel enguix,2020,gemma bel enguix
conf/amw/Gomez-AdornoRBS19,gemma bel enguix,2019,gemma bel enguix
journals/fuin/MartinezAA15,genaro juarez martinez,2015,genaro juarez martinez
journals/isci/MoraMHMB17,genaro juarez martinez,2017,genaro juarez martinez
journals/jca/DeserableHM16,genaro juarez martinez,2016,genaro juarez martinez
journals/jca/LeonM16,genaro juarez martinez,2016,genaro juarez martinez
journals/corr/abs-2009-09122,genaro juarez martinez,2020,genaro juarez martinez
journals/corr/MartinezAM16,genaro juarez martinez,2016,genaro juarez martinez
journals/corr/AdamatzkySMBM16,genaro juarez martinez,2016,genaro juarez martinez
journals/corr/abs-1907-04211,genaro juarez martinez,2019,genaro juarez martinez
journals/jrnal/FigueroaZMA19,genaro juarez martinez,2019,genaro juarez martinez
journals/compsys/Adamatzky0MTTW20,genaro j. martinez,2020,genaro juarez martinez
journals/compsys/MartinezAHDZ19,genaro j. martinez,2019,genaro juarez martinez
journals/compsys/ChenCMT16,genaro j. martinez,2016,genaro juarez martinez
journals/biosystems/AdamatzkySMBM17,genaro j. martinez,2017,genaro juarez martinez
journals/ijuc/MartinezMMN19,genaro j. martinez,2019,genaro juarez martinez
journals/ijbc/ChenCM17,genaro j. martinez,2017,genaro juarez martinez
journals/jca/MartinezM18,genaro j. martinez,2018,genaro juarez martinez
journals/jca/NinagawaM16,genaro j. martinez,2016,genaro juarez martinez
journals/paapp/MartinezMVL20,genaro j. martinez,2020,genaro juarez martinez
journals/corr/abs-2003-08681,genaro j. martinez,2020,genaro juarez martinez
journals/corr/abs-2009-09515,genaro j. martinez,2020,genaro juarez martinez
journals/corr/abs-2005-01480,genaro j. martinez,2020,genaro juarez martinez
journals/corr/abs-1803-05496,genaro j. martinez,2018,genaro juarez martinez
journals/corr/abs-1905-07527,genaro j. martinez,2019,genaro juarez martinez
journals/corr/abs-2003-08168,genaro j. martinez,2020,genaro juarez martinez
journals/entropy/ChenDYMY18,genaro j. martinez,2018,genaro juarez martinez
conf/ecal/MartinezAMCH15,genaro j. martinez,2015,genaro juarez martinez
journals/corr/abs-2011-01727,georgina montserrat resendiz benhumea,2020,georgina montserrat resendiz benhumea
conf/ssci/Resendiz-Benhumea20,georgina montserrat resendiz benhumea,2020,georgina montserrat resendiz benhumea
journals/cleiej/MartinezA17,gerardo eugenio sierra martinez,2017,gerardo eugenio sierra martinez
journals/cleiej/Villarejo-Martinez17,gerardo eugenio sierra martinez,2017,gerardo eugenio sierra martinez
journals/jql/Lopez-EscobedoS16,gerardo eugenio sierra martinez,2016,gerardo eugenio sierra martinez
journals/rcs/HerreraRTMCS19,gerardo eugenio sierra martinez,2019,gerardo eugenio sierra martinez
conf/micai/VargasSMR15,gerardo eugenio sierra martinez,2015,gerardo eugenio sierra martinez
conf/coling/PimentelEMM20,gerardo eugenio sierra martinez,2020,gerardo eugenio sierra martinez
conf/acl-wnlp/MontanoMBG19,gerardo eugenio sierra martinez,2019,gerardo eugenio sierra martinez
conf/lrec/MartinezMBCM20,gerardo eugenio sierra martinez,2020,gerardo eugenio sierra martinez
conf/lrec/MartinezBGTHGOR20,gerardo eugenio sierra martinez,2020,gerardo eugenio sierra martinez
journals/compnet/SnellmanIKBK19,gerardo iniguez,2019,gerardo iniguez
journals/compnet/SnellmanIGBK17,gerardo iniguez,2017,gerardo iniguez
journals/information/IniguezJK19,gerardo iniguez,2019,gerardo iniguez
journals/corr/abs-2004-01467,gerardo iniguez,2020,gerardo iniguez
journals/corr/BarrioGDIK15,gerardo iniguez,2015,gerardo iniguez
journals/corr/abs-1809-06057,gerardo iniguez,2018,gerardo iniguez
journals/corr/IniguezRKKK17,gerardo iniguez,2017,gerardo iniguez
