id_article,author,year
journals/alife/PackardBCIRST19,Steen Rasmussen,2019
journals/alife/PackardBCIRST19,Kenneth O. Stanley,2019
journals/alife/PackardBCIRST19,Tim Taylor 0001,2019
journals/alife/BiganP17,Erwan Bigan,2017
journals/alife/BiganP17,Pierre Plateau,2017
journals/alife/Dorin15,Alan Dorin,2015
journals/alife/HanczycGNYS15,Martin M. Hanczyc,2015
journals/alife/HanczycGNYS15,Juan Manuel Parrilla Gutierrez,2015
journals/alife/HanczycGNYS15,Arwen Nicholson,2015
journals/alife/HanczycGNYS15,Kliment Yanev,2015
journals/alife/HanczycGNYS15,Kasper Støy,2015
journals/alife/MarriottBAS18,Chris Marriott,2018
journals/alife/MarriottBAS18,James M. Borg,2018
journals/alife/MarriottBAS18,Peter Andras 0001,2018
journals/alife/MarriottBAS18,Paul E. Smaldino,2018
journals/alife/MontiR17,Matteo Monti,2017
journals/alife/MontiR17,Steen Rasmussen,2017
journals/alife/Hintze19,Arend Hintze,2019
journals/alife/BorgC20,James M. Borg,2020
journals/alife/BorgC20,Alastair Channon,2020
journals/alife/KimS18,Hyobin Kim,2018
journals/alife/KimS18,Hiroki Sayama,2018
journals/alife/DolsonVWO19,Emily L. Dolson,2019
journals/alife/DolsonVWO19,Anya E. Vostinar,2019
journals/alife/DolsonVWO19,Michael J. Wiser,2019
journals/alife/DolsonVWO19,Charles Ofria,2019
journals/alife/VostinarO18,Anya E. Vostinar,2018
journals/alife/VostinarO18,Charles Ofria,2018
journals/alife/KnibbeBM19,Carole Knibbe,2019
journals/alife/KnibbeBM19,Guillaume Beslon,2019
journals/alife/KnibbeBM19,Dusan Misevic,2019
journals/alife/ErskineH15,Adam Erskine,2015
journals/alife/ErskineH15,J. Michael Herrmann,2015
journals/alife/Ha19,David Ha,2019
journals/alife/Hernandez-Orozco18,Santiago Hernández-Orozco,2018
journals/alife/Hernandez-Orozco18,Francisco Hernández Quiroz,2018
journals/alife/Hernandez-Orozco18,Hector Zenil,2018
journals/alife/WitkowskiIVOI20,Olaf Witkowski,2020
journals/alife/WitkowskiIVOI20,Takashi Ikegami,2020
journals/alife/WitkowskiIVOI20,Nathaniel Virgo,2020
journals/alife/WitkowskiIVOI20,Mizuki Oka,2020
journals/alife/WitkowskiIVOI20,Hiroyuki Iizuka,2020
journals/alife/JanssenNHS16,Rick Janssen,2016
journals/alife/JanssenNHS16,Stefano Nolfi,2016
journals/alife/JanssenNHS16,Pim Haselager,2016
journals/alife/JanssenNHS16,Ida G. Sprinkhuizen-Kuyper,2016
journals/alife/LehmanS15,Joel Lehman,2015
journals/alife/LehmanS15,Kenneth O. Stanley,2015
journals/alife/MullerH17,Vincent C. Müller,2017
journals/alife/MullerH17,Matej Hoffmann,2017
journals/alife/SommererM15,Christa Sommerer,2015
journals/alife/SommererM15,Laurent Mignonneau,2015
journals/alife/FranklinLA19,Joshua Franklin,2019
journals/alife/FranklinLA19,Thomas LaBar,2019
journals/alife/FranklinLA19,Christoph Adami,2019
journals/alife/MoranP19a,Nick Moran,2019
journals/alife/MoranP19a,Jordan B. Pollack,2019
journals/alife/BedauGJKNP19,Mark A. Bedau,2019
journals/alife/BedauGJKNP19,Nicholas Gigliotti,2019
journals/alife/BedauGJKNP19,Tobias Janssen,2019
journals/alife/BedauGJKNP19,Alec Kosik,2019
journals/alife/BedauGJKNP19,Ananthan Nambiar,2019
journals/alife/BedauGJKNP19,Norman H. Packard,2019
journals/alife/JelisavcicCHEOH17,Milan Jelisavcic,2017
journals/alife/JelisavcicCHEOH17,Matteo De Carlo,2017
journals/alife/JelisavcicCHEOH17,Elte Hupkes,2017
journals/alife/JelisavcicCHEOH17,Panagiotis Eustratiadis,2017
journals/alife/JelisavcicCHEOH17,Jakub Orlowski,2017
journals/alife/JelisavcicCHEOH17,Evert Haasdijk,2017
journals/alife/JelisavcicCHEOH17,Joshua Evan Auerbach,2017
journals/alife/JelisavcicCHEOH17,A. E. Eiben,2017
journals/alife/BlountBTS17,Drew Blount,2017
journals/alife/BlountBTS17,Peter Banda,2017
journals/alife/BlountBTS17,Christof Teuscher,2017
journals/alife/BlountBTS17,Darko Stefanovic,2017
journals/alife/JoachimczakSA16,Michal Joachimczak,2016
journals/alife/JoachimczakSA16,Reiji Suzuki,2016
journals/alife/JoachimczakSA16,Takaya Arita,2016
journals/alife/VujovicRBI17,Vuk Vujovic,2017
journals/alife/VujovicRBI17,Andre Rosendo,2017
journals/alife/VujovicRBI17,Luzius Brodbeck,2017
journals/alife/VujovicRBI17,Fumiya Iida,2017
journals/alife/SayamaRRDL16,Hiroki Sayama,2016
journals/alife/SayamaRRDL16,John Rieffel,2016
journals/alife/SayamaRRDL16,Sebastian Risi,2016
journals/alife/SayamaRRDL16,René Doursat,2016
journals/alife/SayamaRRDL16,Hod Lipson,2016
journals/alife/KaminkaSAAB17,Gal A. Kaminka,2017
journals/alife/KaminkaSAAB17,Rachel Spokoini-Stern,2017
journals/alife/KaminkaSAAB17,Yaniv Amir,2017
journals/alife/KaminkaSAAB17,Noa Agmon,2017
journals/alife/KaminkaSAAB17,Ido Bachelet,2017
journals/alife/Miranda20,Eduardo Reck Miranda,2020
journals/alife/CascheraN16,Filippo Caschera,2016
journals/alife/CascheraN16,Vincent Noireaux,2016
journals/alife/MilanoCN18,Nicola Milano,2018
journals/alife/MilanoCN18,Jônata Tyska Carvalho,2018
journals/alife/MilanoCN18,Stefano Nolfi,2018
journals/alife/MavelliS15,Fabio Mavelli,2015
journals/alife/MavelliS15,Pasquale Stano,2015
journals/alife/TaylorBCABBDFHI16,Tim Taylor 0001,2016
journals/alife/TaylorBCABBDFHI16,Mark A. Bedau,2016
journals/alife/TaylorBCABBDFHI16,Alastair Channon,2016
journals/alife/TaylorBCABBDFHI16,David H. Ackley,2016
journals/alife/TaylorBCABBDFHI16,Wolfgang Banzhaf,2016
journals/alife/TaylorBCABBDFHI16,Guillaume Beslon,2016
journals/alife/TaylorBCABBDFHI16,Emily L. Dolson,2016
journals/alife/TaylorBCABBDFHI16,Tom Froese,2016
journals/alife/TaylorBCABBDFHI16,Simon J. Hickinbotham,2016
journals/alife/TaylorBCABBDFHI16,Takashi Ikegami,2016
journals/alife/TaylorBCABBDFHI16,Barry McMullin,2016
journals/alife/TaylorBCABBDFHI16,Norman H. Packard,2016
journals/alife/TaylorBCABBDFHI16,Steen Rasmussen,2016
journals/alife/TaylorBCABBDFHI16,Nathaniel Virgo,2016
journals/alife/TaylorBCABBDFHI16,Eran Agmon,2016
journals/alife/TaylorBCABBDFHI16,Edward Clark,2016
journals/alife/TaylorBCABBDFHI16,Simon McGregor,2016
journals/alife/TaylorBCABBDFHI16,Charles Ofria,2016
journals/alife/TaylorBCABBDFHI16,Glen Ropella,2016
journals/alife/TaylorBCABBDFHI16,Lee Spector,2016
journals/alife/TaylorBCABBDFHI16,Kenneth O. Stanley,2016
journals/alife/TaylorBCABBDFHI16,Adam Stanton,2016
journals/alife/TaylorBCABBDFHI16,Christopher Steven Timperley,2016
journals/alife/TaylorBCABBDFHI16,Anya E. Vostinar,2016
journals/alife/TaylorBCABBDFHI16,Michael J. Wiser,2016
journals/alife/MooreSMM19,Jared M. Moore,2019
journals/alife/MooreSMM19,Catherine L. Shine,2019
journals/alife/MooreSMM19,Craig P. McGowan,2019
journals/alife/MooreSMM19,Philip K. McKinley,2019
journals/alife/Brown15,Richard Brown,2015
journals/alife/Taylor19,Tim Taylor 0001,2019
journals/alife/Young17,Rupert Young 0001,2017
journals/alife/RainfordSS20,Penelope Faulkner Rainford,2020
journals/alife/RainfordSS20,Angelika Sebald,2020
journals/alife/RainfordSS20,Susan Stepney,2020
journals/alife/BlumLD15,Christian Blum 0001,2015
journals/alife/BlumLD15,José Antonio Lozano,2015
journals/alife/BlumLD15,Pedro Pinacho Davidson,2015
journals/alife/JonesKMPZ15,Gareth Jones,2015
journals/alife/JonesKMPZ15,Philip H. King,2015
journals/alife/JonesKMPZ15,Hywel Morgan,2015
journals/alife/JonesKMPZ15,Maurits R. R. de Planque,2015
journals/alife/JonesKMPZ15,Klaus-Peter Zauner,2015
journals/alife/OlsonKA16,Randal S. Olson,2016
journals/alife/OlsonKA16,David B. Knoester,2016
journals/alife/OlsonKA16,Christoph Adami,2016
journals/alife/Brodsky16,Micah Z. Brodsky,2016
journals/alife/HachmonMSBHAB16,Guy Hachmon,2016
journals/alife/HachmonMSBHAB16,Noam Mamet,2016
journals/alife/HachmonMSBHAB16,Sapir Sasson,2016
journals/alife/HachmonMSBHAB16,Tal Barkai,2016
journals/alife/HachmonMSBHAB16,Nomi Hadar,2016
journals/alife/HachmonMSBHAB16,Almogit Abu-Horowitz,2016
journals/alife/HachmonMSBHAB16,Ido Bachelet,2016
journals/alife/BiganSD15,Erwan Bigan,2015
journals/alife/BiganSD15,Jean-Marc Steyaert,2015
journals/alife/BiganSD15,Stéphane Douady,2015
journals/alife/KohliMT20,Maitrei Kohli,2020
journals/alife/KohliMT20,George D. Magoulas,2020
journals/alife/KohliMT20,Michael S. C. Thomas,2020
journals/alife/OzasaLSHM15,Kazunari Ozasa,2015
journals/alife/OzasaLSHM15,Jeesoo Lee,2015
journals/alife/OzasaLSHM15,Simon Song,2015
journals/alife/OzasaLSHM15,Masahiko Hara,2015
journals/alife/OzasaLSHM15,Mizuo Maeda,2015
journals/alife/GonzalezWB17,Miguel Gonzalez,2017
journals/alife/GonzalezWB17,Richard A. Watson,2017
journals/alife/GonzalezWB17,Seth Bullock,2017
journals/alife/LumacaB17,Massimo Lumaca,2017
journals/alife/LumacaB17,Giosuè Baggio,2017
journals/alife/VillaniRFFPS15,Marco Villani,2015
journals/alife/VillaniRFFPS15,Andrea Roli,2015
journals/alife/VillaniRFFPS15,Alessandro Filisetti,2015
journals/alife/VillaniRFFPS15,Marco Fiorucci,2015
journals/alife/VillaniRFFPS15,Irene Poli,2015
journals/alife/VillaniRFFPS15,Roberto Serra,2015
journals/alife/AmirAWB19,Yaniv Amir,2019
journals/alife/AmirAWB19,Almogit Abu-Horowitz,2019
journals/alife/AmirAWB19,Justin Werfel,2019
journals/alife/AmirAWB19,Ido Bachelet,2019
journals/alife/Eldridge15,Alice Eldridge,2015
journals/alife/Harvey19,Inman Harvey,2019
journals/alife/AgmonGB16,Eran Agmon,2016
journals/alife/AgmonGB16,Alexander J. Gates,2016
journals/alife/AgmonGB16,Randall D. Beer,2016
journals/alife/GerleeBA17,Philip Gerlee,2017
journals/alife/GerleeBA17,David Basanta,2017
journals/alife/GerleeBA17,Alexander R. A. Anderson,2017
journals/alife/HuizingaSC18,Joost Huizinga,2018
journals/alife/HuizingaSC18,Kenneth O. Stanley,2018
journals/alife/HuizingaSC18,Jeff Clune,2018
journals/alife/SimioneN20,Luca Simione,2020
journals/alife/SimioneN20,Stefano Nolfi,2020
journals/alife/IscenCBAST15,Atil Iscen,2015
journals/alife/IscenCBAST15,Ken Caluwaerts,2015
journals/alife/IscenCBAST15,Jonathan Bruce,2015
journals/alife/IscenCBAST15,Adrian K. Agogino,2015
journals/alife/IscenCBAST15,Vytas SunSpiral,2015
journals/alife/IscenCBAST15,Kagan Tumer,2015
journals/alife/KanoNAI20,Takeshi Kano,2020
journals/alife/KanoNAI20,Eiichi Naito,2020
journals/alife/KanoNAI20,Takenobu Aoshima,2020
journals/alife/KanoNAI20,Akio Ishiguro,2020
journals/alife/PackardBCIRST19a,Norman H. Packard,2019
journals/alife/PackardBCIRST19a,Mark A. Bedau,2019
journals/alife/PackardBCIRST19a,Alastair Channon,2019
journals/alife/PackardBCIRST19a,Takashi Ikegami,2019
journals/alife/PackardBCIRST19a,Steen Rasmussen,2019
journals/alife/PackardBCIRST19a,Kenneth O. Stanley,2019
journals/alife/PackardBCIRST19a,Tim Taylor 0001,2019
journals/alife/FainaJR17,Andrés Faiña,2017
journals/alife/FainaJR17,Lars Toft Jacobsen,2017
journals/alife/FainaJR17,Sebastian Risi,2017
journals/alife/LuiTZCK15,Leong Ting Lui,2015
journals/alife/LuiTZCK15,Germán Terrazas,2015
journals/alife/LuiTZCK15,Hector Zenil,2015
journals/alife/LuiTZCK15,Cameron Alexander,2015
journals/alife/LuiTZCK15,Natalio Krasnogor,2015
journals/alife/IchinoseS17,Genki Ichinose,2017
journals/alife/IchinoseS17,Hiroki Sayama,2017
journals/alife/Haruna17,Taichi Haruna,2017
journals/alife/Harvey18,Inman Harvey,2018
journals/alife/Kerbe16,Wolfgang Kerbe,2016
journals/alife/JohnsonPH16,Chris A. Johnson 0001,2016
journals/alife/JohnsonPH16,Andrew Philippides,2016
journals/alife/JohnsonPH16,Philip Husbands,2016
journals/alife/McGregorM18,Simon McGregor,2018
journals/alife/McGregorM18,Pedro A. M. Mediano,2018
journals/alife/BadeltFH16,Stefan Badelt,2016
journals/alife/BadeltFH16,Christoph Flamm,2016
journals/alife/BadeltFH16,Ivo L. Hofacker,2016
journals/alife/PolackZ20,Fiona Polack,2020
journals/alife/PolackZ20,Steffen Zschaler,2020
journals/alife/AntunesLL15,Rui Filipe Antunes,2015
journals/alife/AntunesLL15,Frederic Fol Leymarie,2015
journals/alife/AntunesLL15,William H. Latham,2015
journals/alife/Bullinaria17,John A. Bullinaria,2017
journals/alife/ProphetP15,Jane Prophet,2015
journals/alife/ProphetP15,Helen Pritchard,2015
journals/alife/TaylorABCHOORSY16,Tim Taylor 0001,2016
journals/alife/TaylorABCHOORSY16,Joshua Evan Auerbach,2016
journals/alife/TaylorABCHOORSY16,Josh Bongard,2016
journals/alife/TaylorABCHOORSY16,Jeff Clune,2016
journals/alife/TaylorABCHOORSY16,Simon J. Hickinbotham,2016
journals/alife/TaylorABCHOORSY16,Charles Ofria,2016
journals/alife/TaylorABCHOORSY16,Mizuki Oka,2016
journals/alife/TaylorABCHOORSY16,Sebastian Risi,2016
journals/alife/TaylorABCHOORSY16,Kenneth O. Stanley,2016
journals/alife/TaylorABCHOORSY16,Jason Yosinski,2016
journals/alife/BenesSR15,David Benes,2015
journals/alife/BenesSR15,Petr Sosík,2015
journals/alife/BenesSR15,Alfonso Rodríguez-Patón,2015
journals/alife/DolsonLJO20,Emily L. Dolson,2020
journals/alife/DolsonLJO20,Alexander Lalejini,2020
journals/alife/DolsonLJO20,Steven Jorgensen,2020
journals/alife/DolsonLJO20,Charles Ofria,2020
journals/alife/PatteeS19,Howard H. Pattee,2019
journals/alife/PatteeS19,Hiroki Sayama,2019
journals/alife/Blount16,Drew Blount,2016
journals/alife/Vera17,Javier Vera,2017
journals/alife/CardosoCCCWGHRR20,Silvana S. S. Cardoso,2020
journals/alife/CardosoCCCWGHRR20,Julyan H. E. Cartwright,2020
journals/alife/CardosoCCCWGHRR20,Jitka Cejková,2020
journals/alife/CardosoCCCWGHRR20,Leroy Cronin,2020
journals/alife/CardosoCCCWGHRR20,Anne De Wit,2020
journals/alife/CardosoCCCWGHRR20,Simone Giannerini,2020
journals/alife/CardosoCCCWGHRR20,Dezso Horváth,2020
journals/alife/CardosoCCCWGHRR20,Alírio E. Rodrigues,2020
journals/alife/CardosoCCCWGHRR20,Michael J. Russell,2020
journals/alife/CardosoCCCWGHRR20,C. Ignacio Sainz-Díaz,2020
journals/alife/CardosoCCCWGHRR20,Ágota Tóth,2020
journals/alife/Beer20,Randall D. Beer,2020
journals/alife/McGregorM18a,Simon McGregor,2018
journals/alife/McGregorM18a,Pedro A. M. Mediano,2018
journals/alife/BurgosP16,Andrés C. Burgos,2016
journals/alife/BurgosP16,Daniel Polani,2016
journals/alife/MooreOSCM20,Jason H. Moore,2020
journals/alife/MooreOSCM20,Randal S. Olson,2020
journals/alife/MooreOSCM20,Peter Schmitt,2020
journals/alife/MooreOSCM20,Yong Chen 0016,2020
journals/alife/MooreOSCM20,Elisabetta Manduchi,2020
journals/alife/IkegamiHO19,Takashi Ikegami,2019
journals/alife/IkegamiHO19,Yasuhiro Hashimoto,2019
journals/alife/IkegamiHO19,Mizuki Oka,2019
journals/alife/Silverman18,Eric Silverman,2018
journals/alife/MooreM17,Jared M. Moore,2017
journals/alife/MooreM17,Philip K. McKinley,2017
journals/alife/Vera18,Javier Vera,2018
journals/alife/HarringtonP19,Kyle Ira Harrington,2019
journals/alife/HarringtonP19,Jordan B. Pollack,2019
journals/alife/Cussat-BlancHB18,Sylvain Cussat-Blanc,2018
journals/alife/Cussat-BlancHB18,Kyle Ira Harrington,2018
journals/alife/Cussat-BlancHB18,Wolfgang Banzhaf,2018
journals/alife/AgmonGCB16,Eran Agmon,2016
journals/alife/AgmonGCB16,Alexander J. Gates,2016
journals/alife/AgmonGCB16,Valentin Churavy,2016
journals/alife/AgmonGCB16,Randall D. Beer,2016
journals/alife/SayamaD15,Hiroki Sayama,2015
journals/alife/SayamaD15,Shelley D. Dionne,2015
journals/alife/PhillipsP20,Antin Phillips,2020
journals/alife/PhillipsP20,Mathys C. du Plessis,2020
journals/alife/Penn18,Alexandra S. Penn,2018
journals/alife/Siqueiros-Garcia18,Jesús M. Siqueiros-García,2018
journals/alife/Siqueiros-Garcia18,Tom Froese,2018
journals/alife/Siqueiros-Garcia18,Carlos Gershenson,2018
journals/alife/Siqueiros-Garcia18,Wendy Aguilar,2018
journals/alife/Siqueiros-Garcia18,Hiroki Sayama,2018
journals/alife/Siqueiros-Garcia18,Eduardo Izquierdo,2018
journals/alife/SeifterR15,Jared Seifter,2015
journals/alife/SeifterR15,James A. Reggia,2015
journals/alife/LehmanCMAABBBBB20,Joel Lehman,2020
journals/alife/LehmanCMAABBBBB20,Jeff Clune,2020
journals/alife/LehmanCMAABBBBB20,Dusan Misevic,2020
journals/alife/LehmanCMAABBBBB20,Christoph Adami,2020
journals/alife/LehmanCMAABBBBB20,Lee Altenberg,2020
journals/alife/LehmanCMAABBBBB20,Julie Beaulieu,2020
journals/alife/LehmanCMAABBBBB20,Peter J. Bentley,2020
journals/alife/LehmanCMAABBBBB20,Samuel Bernard,2020
journals/alife/LehmanCMAABBBBB20,Guillaume Beslon,2020
journals/alife/LehmanCMAABBBBB20,David M. Bryson,2020
journals/alife/LehmanCMAABBBBB20,Nick Cheney,2020
journals/alife/LehmanCMAABBBBB20,Patryk Chrabaszcz,2020
journals/alife/LehmanCMAABBBBB20,Antoine Cully,2020
journals/alife/LehmanCMAABBBBB20,Stéphane Doncieux,2020
journals/alife/LehmanCMAABBBBB20,Fred C. Dyer,2020
journals/alife/LehmanCMAABBBBB20,Kai Olav Ellefsen,2020
journals/alife/LehmanCMAABBBBB20,Robert Feldt,2020
journals/alife/LehmanCMAABBBBB20,Stephan Fischer 0002,2020
journals/alife/LehmanCMAABBBBB20,Stephanie Forrest,2020
journals/alife/LehmanCMAABBBBB20,Antoine Frénoy,2020
journals/alife/LehmanCMAABBBBB20,Christian Gagné,2020
journals/alife/LehmanCMAABBBBB20,Léni K. Le Goff,2020
journals/alife/LehmanCMAABBBBB20,Laura M. Grabowski,2020
journals/alife/LehmanCMAABBBBB20,Babak Hodjat,2020
journals/alife/LehmanCMAABBBBB20,Frank Hutter,2020
journals/alife/LehmanCMAABBBBB20,Laurent Keller,2020
journals/alife/LehmanCMAABBBBB20,Carole Knibbe,2020
journals/alife/LehmanCMAABBBBB20,Peter Krcah,2020
journals/alife/LehmanCMAABBBBB20,Richard E. Lenski,2020
journals/alife/LehmanCMAABBBBB20,Hod Lipson,2020
journals/alife/LehmanCMAABBBBB20,Robert MacCurdy,2020
journals/alife/LehmanCMAABBBBB20,Carlos Maestre,2020
journals/alife/LehmanCMAABBBBB20,Risto Miikkulainen,2020
journals/alife/LehmanCMAABBBBB20,Sara Mitri,2020
journals/alife/LehmanCMAABBBBB20,David E. Moriarty,2020
journals/alife/LehmanCMAABBBBB20,Jean-Baptiste Mouret,2020
journals/alife/LehmanCMAABBBBB20,Anh Nguyen,2020
journals/alife/LehmanCMAABBBBB20,Charles Ofria,2020
journals/alife/LehmanCMAABBBBB20,Marc Parizeau,2020
journals/alife/LehmanCMAABBBBB20,David P. Parsons,2020
journals/alife/LehmanCMAABBBBB20,Robert T. Pennock,2020
journals/alife/LehmanCMAABBBBB20,William F. Punch,2020
journals/alife/LehmanCMAABBBBB20,Thomas S. Ray,2020
journals/alife/LehmanCMAABBBBB20,Marc Schoenauer,2020
journals/alife/LehmanCMAABBBBB20,Eric Schulte,2020
journals/alife/LehmanCMAABBBBB20,Karl Sims,2020
journals/alife/LehmanCMAABBBBB20,Kenneth O. Stanley,2020
journals/alife/LehmanCMAABBBBB20,François Taddei,2020
journals/alife/LehmanCMAABBBBB20,Danesh Tarapore,2020
journals/alife/LehmanCMAABBBBB20,Simon Thibault,2020
journals/alife/LehmanCMAABBBBB20,Richard Watson,2020
journals/alife/LehmanCMAABBBBB20,Westley Weimer,2020
journals/alife/LehmanCMAABBBBB20,Jason Yosinski,2020
journals/alife/Bull17,Larry Bull,2017
journals/alife/LiuHL20,Yu Liu,2020
journals/alife/LiuHL20,Daniel Hjerpe,2020
journals/alife/LiuHL20,Torbjörn Lundh,2020
journals/alife/Ripps16,David L. Ripps,2016
journals/alife/MiyashitaOR15,Shuhei Miyashita,2015
journals/alife/MiyashitaOR15,Cagdas D. Onal,2015
journals/alife/MiyashitaOR15,Daniela Rus,2015
journals/alife/EgbertKPW19,Matthew D. Egbert,2019
journals/alife/EgbertKPW19,Andrew Keane 0002,2019
journals/alife/EgbertKPW19,Claire M. Postlethwaite,2019
journals/alife/EgbertKPW19,Nelson Wong,2019
journals/alife/WeelDHE17,Berend Weel,2017
journals/alife/WeelDHE17,M. D'Angelo,2017
journals/alife/WeelDHE17,Evert Haasdijk,2017
journals/alife/WeelDHE17,A. E. Eiben,2017
journals/alife/SzerlipS15,Paul A. Szerlip,2015
journals/alife/SzerlipS15,Kenneth O. Stanley,2015
journals/alife/MoranP19,Nick Moran,2019
journals/alife/MoranP19,Jordan B. Pollack,2019
journals/alife/LioMNNP15,Pietro Liò,2015
journals/alife/LioMNNP15,Orazio Miglino,2015
journals/alife/LioMNNP15,Giuseppe Nicosia,2015
journals/alife/LioMNNP15,Stefano Nolfi,2015
journals/alife/LioMNNP15,Mario Pavone,2015
journals/alife/CliffLWWOP17,Oliver M. Cliff,2017
journals/alife/CliffLWWOP17,Joseph T. Lizier,2017
journals/alife/CliffLWWOP17,X. Rosalind Wang,2017
journals/alife/CliffLWWOP17,Peter Wang,2017
journals/alife/CliffLWWOP17,Oliver Obst,2017
journals/alife/CliffLWWOP17,Mikhail Prokopenko,2017
journals/alife/HickenbothamS16,Simon Hickenbotham,2016
journals/alife/HickenbothamS16,Susan Stepney,2016
journals/alife/Nichele16,Stefano Nichele,2016
journals/alife/LumacaB18,Massimo Lumaca,2018
journals/alife/LumacaB18,Giosuè Baggio,2018
